aeronave_ou_escopo,manobra_codigo_atual,manobra_nome_atual,categoria,tipo_conteudo,aplicabilidade,referencia_pto,referencia_normativa,modelos_que_utilizam,quantidade_de_modelos,observacao_documental
AW139,A139-OFF-02,Planejamento de Missão Offshore,PRE,BRIEFING,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-02A,Aproximação offshore,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,A139-I-10/12; A139-NOT-02; A139-P-01/04-C2,3,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-03A,Ditching / flutuabilidade AW139,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-10/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-04,Briefing Helideck e TEM,PRE,BRIEFING,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-05,"Inspeção, Acionamento e Checklists",SOL,PROCEDIMENTO_NORMAL,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-06,Hover Check e Taxi Costeiro,SOL,PROCEDIMENTO_NORMAL,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-07,Decolagem CAT A — Clear Area ou Vertical,SOL,PROCEDIMENTO_NORMAL,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-09,Navegação Offshore e Combustível,VOO,PROCEDIMENTO_NORMAL,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-11,Diagnóstico: HYD 1 FAIL,EME,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-12,Procedimentos Hidráulicos (Memória + QRH),EME,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-13,Decisão com Sistema Hidráulico Degradado,EME,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-14,Briefing de Aproximação ao Helideck,APR,BRIEFING,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-15,Pouso Normal no Helideck,APR,PROCEDIMENTO_NORMAL,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-16,Gestão de Potência OEI — Limites e Monitoramento,EME,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-17,OEI Antes do TDP — Decolagem Rejeitada,APR,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-18,OEI Após o TDP — Fly-Away Monomotor,APR,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-19,OEI Antes do LDP — Arremetida Monomotor,APR,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-20,OEI Após o LDP — Pouso Comprometido,APR,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02; A139-P-03/04-OFFSHOR,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-OFF-21,Estabilização Final e Controle de Rampa OEI,APR,EMERGENCIA,AW139,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,A139-P-03/04-OFFSHOR,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-POU-01,Pouso normal,POUSO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-POU-01A,Pouso monomotor IFR,POUSO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-06/12; A139-S-02/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-01,Normal checklist — preparação noturna,PROCEDIMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12; A139-I-02/12; A139-I-05/12; A139-NOT-01; A139-REQ-01; A139-S-02/02,6,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-01A,Localização guiada de procedimento no QRH sem execução de emergência,PROCEDIMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-02,Aplicação do QRH para caution noturna,PROCEDIMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-03/12; A139-I-04/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-03,QRH para engine failure / EEC FAIL em cruzeiro,PROCEDIMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-06/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-04,QRH para CAT A/B e falha na decolagem/aproximação,PROCEDIMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-06/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-05,Ações de memória e QRH para rotor/transmissão,PROCEDIMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-08/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-06,Ações de memória para fogo/fumaça,PROCEDIMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-09/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-24,Transição para Circuito Noturno,Procedimentos Normais,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01; A139-NOT-02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-25,Perna do Vento (Downwind) Noturna,Procedimentos Normais,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRC-29,Circuito Completo Noturno — Variação de Vento,Procedimentos Normais,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRE-01,Performance Noturna CAT A/PC1,PRE,BRIEFING,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-S-01/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRE-02,Planejamento Noturno e Alternado IFR,PRE,BRIEFING,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-S-01/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRE-03,Configuração FMS — Rota Noturna e Alternado,PRE,BRIEFING,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-S-01/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-PRE-04,Briefing Noturno — Ilusões e Black Hole,PRE,BRIEFING,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01; A139-S-01/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-SOL-05,Inspeção e Acionamento Noturnos,SOL,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01; A139-S-01/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-SOL-06,Monitoramento Elétrico no Acionamento,SOL,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01; A139-S-01/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-SOL-07,Decolagem IFR Noturna,SOL,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-01; A139-S-01/02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-SOL-23,Decolagem Noturna — Unidade Marítima (Helideck),Operações de Solo e Decolagem (SOL),NAO_CONFIRMADO,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-NOT-02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01,"Engajamento, monitoramento e desconexão normal dos modos básicos do AFCS",TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01A,Arremetida noturna com NVG/NVIS,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12; A139-I-02/12; A139-REQ-01,3,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01B,Cabine AW139 e power-up,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01C,"Leitura, priorização e reconhecimento básico de CAS sem pane simulada",TREINAMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01D,Rejected takeoff / decolagem rejeitada CAT A,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-06/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01E,Curvas e controle de atitude/velocidade,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-02/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01F,Descida controlada visual,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-02/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01G,Controle de energia/RPM em autorrotação,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-08/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01H,Estacionamento e corte pós-voo noturno,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12; A139-I-02/12; A139-REQ-01; A139-S-02/02,4,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01I,Monitoramento básico de FMA/modos em condição normal,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01J,Holding/espera visual ou vetoração básica,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-02/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01K,Identificação de falha de motor,TREINAMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-06/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01L,Seleção de modos AFCS em condição noturna,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-02/12; A139-I-04/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01M,Orientação e correção de rumo por instrumentos,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-05/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01N,Controle de potência e parâmetros,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12; A139-REQ-01,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01O,Recuperação de autorrotação,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-08/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01P,Aproximação RNP básica,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-05/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01Q,Aproximação visual estabilizada e critérios de arremetida normal,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01R,Subida e cruzeiro visual,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-02/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01S,Taxi/deslocamento em solo e heliponto,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-01/12; A139-I-02/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01T,Pouso/decolagem com vento cruzado leve,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-02/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-01U,Voo manual por instrumentos,TREINAMENTO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-05/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
AW139,A139-TRE-02,Continued takeoff com falha de motor CAT A,TREINAMENTO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,A139-I-06/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
