tipo_alteracao,manobra_id,codigo_anterior,codigo_atual,nome_anterior,nome_atual,modelos_afetados,aeronaves_afetadas,origem_anterior,origem_atual,evidencia,impacto_no_pto,decisao_humana_necessaria
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-06/12,SK76-I-06/12,,OEI Decolagem/Aproximação / DECU,SK76-I-06/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-07/12,SK76-I-07/12,,Sistemas Específicos,SK76-I-07/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-08/12,SK76-I-08/12,,Rotor / Transmissão / Autorrotação,SK76-I-08/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-09/12,SK76-I-09/12,,Fogo/Fumaça e Emergências Avançadas,SK76-I-09/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-10/12,SK76-I-10/12,,Offshore / Unidade Marítima,SK76-I-10/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-11/12,SK76-I-11/12,,LOFT - Line Oriented Flight Training,SK76-I-11/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-12/12,SK76-I-12/12,,LOFT e Check,SK76-I-12/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-P-CHECK,SK76-P-CHECK,,LOFT e Check de Tipo/IFR,SK76-P-CHECK,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-S-01/02,SK76-S-01/02,,Semestral 01/02: LOFT e Operação Noturna,SK76-S-01/02,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-S-02/02,SK76-S-02/02,,Semestral 02/02: LOFT e Check de IFR,SK76-S-02/02,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-C1/VFR,A139-P-01/04-C1,,Ciclo 1 / VFR-emergências,A139-P-01/04-C1,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-C2/VFR,A139-P-01/04-C2,,Ciclo 2 / VFR-emergências,A139-P-01/04-C2,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-C3/VFR,A139-P-01/04-C3,,Ciclo 3 / VFR-emergências,A139-P-01/04-C3,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-C1/IFR,A139-P-02/04-C1,,Ciclo 1 / IFR-emergências,A139-P-02/04-C1,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-C2/IFR,A139-P-02/04-C2,,Ciclo 2 / IFR-emergências,A139-P-02/04-C2,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-C3/IFR,A139-P-02/04-C3,,Ciclo 3 / IFR-emergências,A139-P-02/04-C3,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-LOFT/OFFSHORE,A139-P-03/04-OFFSHOR,,LOFT e Offshore,A139-P-03/04-OFFSHOR,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,A139-P-LOFT/CHECK,A139-P-04/04-CHECK,,LOFT e Check,A139-P-04/04-CHECK,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,CRED-EXA,EXA-01/02,Credenciamento de Examinador,Treinamento Prático de Examinador 1/2 — SOP Normal e Condução Inicial / SOP Anormal e Avaliação,EXA-01/02,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,CRED-EXA,EXA-02/02,Credenciamento de Examinador,"Treinamento Prático de Examinador 2/2 — Emergência, Intervenção e Segurança / Atuação Integrada do Examinador",EXA-02/02,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,TRE-INST,INST-E01,Treinamento de Instrutor de Voo,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INST-E01,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,TRE-INST,INST-E02,Treinamento de Instrutor de Voo,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INST-E02,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,S76-P-C1/VFR,S76-P-01/04-C1,,Ciclo 1 / VFR-emergências,S76-P-01/04-C1,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,S76-P-C2/VFR,S76-P-01/04-C2,,Ciclo 2 / VFR-emergências,S76-P-01/04-C2,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,S76-P-C3/VFR,S76-P-01/04-C3,,Ciclo 3 / VFR-emergências,S76-P-01/04-C3,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,S76-P-C1/IFR,S76-P-02/04-C1,,Ciclo 1 / IFR-emergências,S76-P-02/04-C1,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,S76-P-C2/IFR,S76-P-02/04-C2,,Ciclo 2 / IFR-emergências,S76-P-02/04-C2,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
SUBSTITUICAO,,S76-P-C3/IFR,S76-P-02/04-C3,,Ciclo 3 / IFR-emergências,S76-P-02/04-C3,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,renomeacao/desdobramento de codigo de modelo identificada entre baseline 2026-07-02 e producao atual; ver commits b71cf27e/f902ea6b/4d900239/16d92486/ebde2cdc e docs 2026-07-13/14,"Atualizar o PTO para o codigo de modelo atual e usar o snapshot canonico de 2026-07-15 como referencia de codigo, nome, ordem, aplicabilidade e composicao atual.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
